"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2000:Q2","pct00to20",1146790,1318442,609812,139198,34467,243674,0,291292,171652,104801,64415,2436
"2000:Q3","pct99",8899395,9337784,1168046,370745,3712106,704063,1668924,1713900,438389,290915,28016,119459
"2000:Q3","pct80to99",19000149,21980197,5141398,1153792,4783257,5114898,2664003,3122848,2980047,2237967,477426,264655
"2000:Q3","pct60to80",7042088,8769028,2654119,699805,1056003,2799142,237396,1322563,1726940,1149635,551985,25320
"2000:Q3","pct40to60",3828831,4800932,1614788,430000,372913,1453729,149349,780154,972101,632580,327836,11685
"2000:Q3","pct20to40",2903044,3427354,1235548,354473,245612,797738,150186,643797,524310,293071,219891,11349
"2000:Q3","pct00to20",1163175,1344635,635657,139368,42366,243350,0,283894,181461,117644,61920,1897
"2000:Q4","pct99",8492687,8948972,1237610,365243,3088670,682304,1670394,1904751,456285,300729,49164,106392
"2000:Q4","pct80to99",18767394,21804297,5374649,1175788,4175559,5176303,2672562,3229438,3036903,2302650,498064,236189
"2000:Q4","pct60to80",6985493,8748291,2720443,706806,956774,2705643,293834,1364791,1762798,1189237,545888,27673
"2000:Q4","pct40to60",3926982,4916749,1640794,445271,386785,1446588,182829,814482,989767,626856,347341,15570
"2000:Q4","pct20to40",2903535,3439450,1255968,358668,223079,783853,164269,653613,535915,289837,234164,11915
"2000:Q4","pct00to20",1223913,1402402,630565,149981,75846,235653,27591,282765,178488,107475,66647,4366
"2001:Q1","pct99",8063558,8518675,1361156,355590,2523216,638223,1651162,1989327,455117,309285,57955,87877
"2001:Q1","pct80to99",18779801,21839308,5721451,1198743,3734107,5223306,2605115,3356586,3059507,2354380,507732,197395
"2001:Q1","pct60to80",7084237,8825319,2881254,711225,863735,2619252,366720,1383133,1741082,1209874,504090,27117
"2001:Q1","pct40to60",4044427,5047038,1706867,463273,394936,1408869,223417,849676,1002611,631430,353497,17685
"2001:Q1","pct20to40",2898516,3436956,1295452,358433,206304,753696,180359,642712,538439,291355,236003,11082
"2001:Q1","pct00to20",1236056,1441296,616605,159470,96958,217287,69111,281865,205240,105036,90448,9756
"2001:Q2","pct99",8271408,8730276,1391742,369999,2678251,638858,1740089,1911337,458869,321999,54442,82428
"2001:Q2","pct80to99",19604929,22750790,5883706,1210366,4171296,5359961,2664489,3460972,3145861,2430176,518466,197219
"2001:Q2","pct60to80",7256396,9072977,2953863,718421,912264,2757361,353307,1377760,1816581,1260484,530664,25433
"2001:Q2","pct40to60",4029674,5053972,1742818,457588,407732,1388192,204526,853115,1024298,651638,353983,18677
"2001:Q2","pct20to40",2937619,3483610,1331028,365542,220700,766899,174531,624911,545992,296847,238228,10917
"2001:Q2","pct00to20",1195711,1394663,637722,156863,88028,209753,17514,284784,198951,101057,88466,9428
"2001:Q3","pct99",7691357,8197237,1421497,358785,2036662,590097,1686740,2103456,505880,328902,72212,104766
"2001:Q3","pct80to99",19087187,22369874,6018019,1233707,3555006,5428561,2584605,3549976,3282686,2493236,531632,257818
"2001:Q3","pct60to80",7248978,9010159,3044624,720288,786815,2643307,430544,1384582,1761180,1258200,482648,20333
"2001:Q3","pct40to60",4089152,5167370,1784369,475771,400457,1356179,250395,900199,1078218,693739,367937,16541
"2001:Q3","pct20to40",2907591,3479263,1375281,360629,195097,734155,194108,619993,571673,312824,246773,12075
"2001:Q3","pct00to20",1228053,1468389,659509,162133,108461,191858,72791,273638,240336,123600,113148,3588
"2001:Q4","pct99",8294283,8797129,1519340,374969,2441408,620599,1771275,2069537,502845,351608,71491,79747
"2001:Q4","pct80to99",19737709,23018955,6154809,1238999,4012187,5466590,2590758,3555611,3281246,2536060,550729,194456
"2001:Q4","pct60to80",7556658,9459639,3107039,739444,866143,2874766,414501,1457746,1902981,1337970,539710,25300
"2001:Q4","pct40to60",4134387,5224748,1839546,480888,421524,1361149,230000,891641,1090361,690600,379931,19830
"2001:Q4","pct20to40",2919815,3500748,1378042,366003,212373,732344,190051,621934,580933,314818,255966,10149
"2001:Q4","pct00to20",1209022,1406331,655218,163958,99326,183142,30826,273861,197308,93879,94000,9430
"2002:Q1","pct99",8471865,8979490,1620243,385555,2525530,640538,1777289,2030336,507626,365990,61555,80080
"2002:Q1","pct80to99",19926269,23259208,6321007,1241302,3947744,5554553,2567707,3626896,3332938,2597268,550899,184772
"2002:Q1","pct60to80",7726823,9643096,3166315,750501,865898,2940382,434007,1485994,1916274,1360811,528825,26637
"2002:Q1","pct40to60",4229623,5340438,1894908,490359,427335,1392754,239541,895541,1110815,709784,381022,20009
"2002:Q1","pct20to40",2914208,3506786,1379285,362777,207791,729607,198798,628528,592578,326972,256009,9597
"2002:Q1","pct00to20",1227368,1445184,652842,167779,104018,183444,53472,283631,217816,101583,105206,11028
"2002:Q2","pct99",8131656,8659355,1696346,379547,2272030,624660,1715311,1971460,527699,382783,73724,71193
"2002:Q2","pct80to99",19522377,22921420,6479914,1253062,3466911,5536186,2464535,3720813,3399043,2675624,565813,157606
"2002:Q2","pct60to80",7709461,9630756,3208658,760090,793915,2872921,515830,1479342,1921295,1403265,491210,26820
"2002:Q2","pct40to60",4322774,5474292,1949997,516869,424659,1404293,291337,887136,1151518,732072,398576,20871
